,cafe_names,cafe_places,cafe_ranks,cafe_adresses,cafe_images1,ca_images2
882,サンマルクカフェ 大阪北浜店, 北浜駅 225m / カフェ・喫茶(カフェ)、パン            ,3.08,大阪府大阪市中央区高麗橋2-1-2 高麗橋野村ビルディング　１Ｆ,"['https://tblg.k-img.com/restaurant/images/Rvw/8643/320x320_square_8643218.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/8643/320x320_square_8643219.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165493/320x320_square_2bef411d7dc1d324761833c81e4db0b4.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/76059/150x150_square_76059070.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/106183/150x150_square_106183376.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/106183/150x150_square_106183181.jpg']"
883,FLIPPER'S 梅田エスト店, 大阪梅田（阪急）駅 236m / カフェ・喫茶(カフェ)、パンケーキ、レストラン（その他）            ,3.08,大阪府大阪市北区角田町3-25 梅田エスト 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/146221/320x320_square_146221211.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/131119/320x320_square_131119220.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/146223/320x320_square_146223862.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/179500/150x150_square_8407eb868b0ac1163ca973ad368a3aa9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170359/150x150_square_3bd8855d7b22250206ef8ae12253c809.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170359/150x150_square_68dea40b4d0df1e6afcd4d98a0866d70.jpg']"
884,スターバックス リザーブ バー LUCUA osaka 地下2階店, 大阪駅 53m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、バー            ,3.08,大阪府大阪市北区梅田3-1-3 ルクア 大阪 ルクアフードホール B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/174991/320x320_square_dce1fe849ea2f089fa77505f98879511.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172543/320x320_square_7b1554ab18dc828c9c502295eda821a6.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165322/320x320_square_c45befb38c349b6bf3ab42621c093020.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/174991/150x150_square_e3aab4e5f93786c96644f9513c6fd8f0.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/174991/150x150_square_e00a91645d1c2a7facfb1841ef9a9a92.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/174991/150x150_square_be3afe7d11c90e6257aeb8ebedf31a38.jpg']"
885,カフェ モロゾフ 上本町YUFURA店, 大阪上本町駅 129m / カフェ・喫茶(カフェ)、ケーキ、サンドイッチ            ,3.08,大阪府大阪市天王寺区上本町6-5-13 上本町YUFURA  3F,"['https://tblg.k-img.com/restaurant/images/Rvw/163593/320x320_square_4e3d47c1992860e9f2e321c3eb6c6c9c.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163593/320x320_square_b4b5dbb05797cc3c621c6ab6124817d8.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/143877/320x320_square_143877576.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/126987/150x150_square_126987145.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126987/150x150_square_126987212.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126987/150x150_square_126987247.jpg']"
886,ホリーズカフェ 堺筋本町店, 堺筋本町駅 160m / カフェ・喫茶(カフェ)、パン・サンドイッチ（その他）            ,3.08,大阪府大阪市中央区本町2丁目1番6号 ,"['https://tblg.k-img.com/restaurant/images/Rvw/175854/320x320_square_189c0104349371128d76c4261bd7a218.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/175854/320x320_square_6a2a0ef5f1894311684c3aec353ccf29.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/129571/320x320_square_129571614.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/130580/150x150_square_130580995.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/130581/150x150_square_130581013.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/130581/150x150_square_130581053.jpg']"
887,スターバックス コーヒー  心斎橋BIG STEP店 , 四ツ橋駅 277m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市中央区西心斎橋1-6-14 ビッグステップ,"['https://tblg.k-img.com/restaurant/images/Rvw/175307/320x320_square_72a60ffe63bb451e04f82c539197e6df.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167155/320x320_square_2a3190f6328e93a6abcf364999222fb8.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/156276/320x320_square_156276504.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/88596/150x150_square_88596257.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/88596/150x150_square_88596259.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/88596/150x150_square_88596261.jpg']"
888,エクセルシオール カフェ 堺筋本町店, 堺筋本町駅 116m / カフェ・喫茶(カフェ)、パスタ、パン・サンドイッチ（その他）            ,3.08,大阪府大阪市中央区久太郎町2-1-25 ＪＴＢビル　１Ｆ,"['https://tblg.k-img.com/restaurant/images/Rvw/177674/320x320_square_d9f62cc440491e5af0988aa5a6fa70b4.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/160193/320x320_square_160193439.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/146380/320x320_square_146380896.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/143130/150x150_square_143130367.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/143130/150x150_square_143130559.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/143130/150x150_square_143130375.jpg']"
889,タリーズコーヒー 梅田スクエアビルディング店, 大阪梅田（阪神）駅 123m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市北区梅田1-12-17 梅田スクエアビルディング １F,"['https://tblg.k-img.com/restaurant/images/Rvw/157643/320x320_square_157643150.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/129788/320x320_square_129788186.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/157643/320x320_square_157643154.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/161139/150x150_square_161139807.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161139/150x150_square_161139797.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161139/150x150_square_161139787.jpg']"
890,英國屋 なんばウォーク２番街南通り, 大阪難波駅 296m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市中央区難波1 なんばウォーク 二番街南通り,"['https://tblg.k-img.com/restaurant/images/Rvw/160051/320x320_square_160051112.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/160051/320x320_square_160051114.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/117664/320x320_square_117664914.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/100953/150x150_square_100953898.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/100953/150x150_square_100953899.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/82881/150x150_square_82881489.jpg']"
891,サンマルクカフェ  阪急三番街店, 梅田駅 111m / カフェ・喫茶(カフェ)、パン            ,3.08,大阪府大阪市北区芝田1-1-3 阪急三番街  B1,"['https://tblg.k-img.com/restaurant/images/Rvw/171004/320x320_square_2fed1c61c3795b3fa2357d011f129963.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/171004/320x320_square_5ef8f0904936a137bbbd92f0aa2a5ac9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/20068/320x320_square_20068568.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/45714/150x150_square_45714702.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/45714/150x150_square_45714713.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/30243/150x150_square_30243304.jpg']"
892,スターバックス コーヒー エキマルシェ大阪店, 大阪梅田（阪神）駅 211m / カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市北区梅田3-1-1 JR大阪駅 エキマルシェ大阪,"['https://tblg.k-img.com/restaurant/images/Rvw/176389/320x320_square_6a3f15503a45dccfb706cae5163f2824.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172091/320x320_square_d863c3892d36b5a6398d39dd3cb7817d.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176389/320x320_square_a20b3e364aa26e9923590217b864ea6d.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/117765/150x150_square_117765195.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/117765/150x150_square_117765212.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/117765/150x150_square_117765216.jpg']"
893,プロムナードカフェ あべちか店, 天王寺駅前駅 213m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市天王寺区堀越町 アベノ地下街  B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/164561/320x320_square_48b5de8ee4dd1627fdb7cdd6d15c015b.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/164561/320x320_square_8599e4f73c6c89a3f53a258be3200ea3.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/86166/320x320_square_86166519.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/123020/150x150_square_123020848.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/123020/150x150_square_123020851.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/123020/150x150_square_123020849.jpg']"
894,幸せのパンケーキ 梅田店, 東梅田駅 296m / カフェ・喫茶(カフェ)、ケーキ、パンケーキ            ,3.08,大阪府大阪市北区堂山町4-7 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/166630/320x320_square_b46a0f22405912997baf0fef46673b9e.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/159848/320x320_square_159848167.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/148856/320x320_square_148856248.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/151477/150x150_square_151477735.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151477/150x150_square_151477738.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151477/150x150_square_151477740.jpg']"
895,スターバックスコーヒー  JR新大阪アルデ店, 新大阪駅 46m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)            ,3.08,大阪府大阪市淀川区西中島5-16-1 JR東海新大阪駅,"['https://tblg.k-img.com/restaurant/images/Rvw/172745/320x320_square_4681b9c0bcbe13c115d572ce5928e034.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/168530/320x320_square_cf1b1f53e995b5dbe374579967875873.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74616/320x320_square_74616137.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/91042/150x150_square_91042791.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/91042/150x150_square_91042792.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/91042/150x150_square_91042795.jpg']"
896,サンマルクカフェ 大阪堂島店, 北新地駅 123m / カフェ・喫茶(カフェ)、パン・サンドイッチ（その他）、ケーキ            ,3.08,大阪府大阪市北区曽根崎新地1-3-16 京富ビル　１Ｆ,"['https://tblg.k-img.com/restaurant/images/Rvw/1644/320x320_square_1644991.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/1644/320x320_square_1644992.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/1644/320x320_square_1644933.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/133372/150x150_square_133372946.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/133372/150x150_square_133372962.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/133372/150x150_square_133372954.jpg']"
897,スターバックスコーヒー なんばCITY店, 難波（南海）駅 12m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市中央区難波5-1-60 なんばCITY  B1F,"['https://tblg.k-img.com/restaurant/images/Rvw/164427/320x320_square_f0635d5b3adcedb5fdd99e1828bac339.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/164427/320x320_square_595c875e24108865705f36291bb93b66.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/164427/320x320_square_4521ed09f96556e8041860f831ba7c1d.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/88611/150x150_square_88611997.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/88612/150x150_square_88612006.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/88612/150x150_square_88612013.jpg']"
898,スターバックスコーヒー 大阪城公園店, 大阪城公園駅 289m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市中央区大阪城3-1 JO-TERRACE OSAKA,"['https://tblg.k-img.com/restaurant/images/Rvw/170078/320x320_square_30efff307419fd57141566b509f73510.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170078/320x320_square_9efb7e396b57dcf9067dcfb9d35f5592.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/142883/320x320_square_142883862.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/90483/150x150_square_90483452.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/90483/150x150_square_90483454.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/97656/150x150_square_97656384.jpg']"
899,スターバックスコーヒー なんばウォーク店, 日本橋駅 266m / カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(カフェ)、ケーキ            ,3.08,大阪府大阪市中央区千日前1 なんばウォーク,"['https://tblg.k-img.com/restaurant/images/Rvw/140310/320x320_square_140310207.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/140293/320x320_square_140293700.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/135619/320x320_square_135619872.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/77013/150x150_square_77013386.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/77013/150x150_square_77013387.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74429/150x150_square_74429162.jpg']"
900,サンマルクカフェ 南海天王寺店, 天王寺駅前駅 123m / カフェ・喫茶(カフェ)、パン、サンドイッチ            ,3.08,大阪府大阪市天王寺区悲田院町10-48 ミオプラザ館　中2F,"['https://tblg.k-img.com/restaurant/images/Rvw/173250/320x320_square_8aad206a57cfa42cd31a847b8330bc25.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173250/320x320_square_e79140a550e8c26737b17bb84285dabb.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173250/320x320_square_456d15c262388fad688d4c626d80e122.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/40390/150x150_square_40390073.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40390/150x150_square_40390085.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/49081/150x150_square_49081014.jpg']"
901,コメダ珈琲店  北浜南店, 北浜駅 509m / カフェ・喫茶(喫茶店)            ,3.08,大阪府大阪市中央区淡路町2-1-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/133205/320x320_square_133205338.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/133205/320x320_square_133205342.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/133205/320x320_square_133205350.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/141222/150x150_square_141222800.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/141222/150x150_square_141222834.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/141222/150x150_square_141222813.jpg']"
902,ミスタードーナツ 大阪ビジネスパークショップ, 大阪ビジネスパーク駅 125m / カフェ・喫茶(カフェ・喫茶（その他）)、ドーナツ、飲茶・点心            ,3.08,大阪府大阪市中央区城見1-3-7 ,"['https://tblg.k-img.com/restaurant/images/Rvw/31476/320x320_square_31476729.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/31476/320x320_square_31476739.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/81450/320x320_square_81450318.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/128792/150x150_square_128792230.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/128792/150x150_square_128792232.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/128792/150x150_square_128792236.jpg']"
903,らぽっぽファーム 京阪京橋駅店, 京橋駅 21m / カフェ・喫茶(カフェ)、洋菓子（その他）、パンケーキ            ,3.08,大阪府大阪市都島区東野田2-1-38 京阪電鉄京橋駅構内3F,"['https://tblg.k-img.com/restaurant/images/Rvw/161406/320x320_square_161406642.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161406/320x320_square_161406637.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161406/320x320_square_161406634.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/169280/150x150_square_d2af480f35acc14a77c19f648d1b4715.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169280/150x150_square_e399378ac589332667f720ce628f5061.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169280/150x150_square_697244ad65e851ea5045e28d29858325.jpg']"
904,スターバックスコーヒー なんばスカイオ3階店, 難波（南海）駅 68m / カフェ・喫茶(カフェ)            ,3.08,大阪府大阪市中央区難波5-1-60 なんばスカイオ 3F,"['https://tblg.k-img.com/restaurant/images/Rvw/176432/320x320_square_a5817b06b8531b10e28ef5d1d177e140.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172460/320x320_square_7a94236d44902f9ed90fb2af0f14dfda.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166111/320x320_square_c9ee970e385ce65aa10395f596779986.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/168609/150x150_square_a73810c336e73cae94941ad0c48334c6.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/168609/150x150_square_d77108a7c2f78b1c913a0ba332848132.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/168609/150x150_square_d5230ed2bde4f2a61ae0de06cb3fb4d7.jpg']"
905,ドトールコーヒーショップ 東梅田店, 東梅田駅 369m / カフェ・喫茶(コーヒー専門店)、サンドイッチ            ,3.08,大阪府大阪市北区堂山町3-3 ,"['https://tblg.k-img.com/restaurant/images/Rvw/151257/320x320_square_151257047.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151257/320x320_square_151257052.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/143820/320x320_square_143820735.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/110028/150x150_square_110028785.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/110028/150x150_square_110028781.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/110028/150x150_square_110028757.jpg']"
906,クックハウス 近鉄あべの橋駅店, 大阪阿部野橋駅 88m / カフェ・喫茶(カフェ)、パン、サンドイッチ            ,3.08,大阪府大阪市阿倍野区阿倍野筋1-1-43 近鉄あべの橋駅地下内,"['https://tblg.k-img.com/restaurant/images/Rvw/129667/320x320_square_129667766.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/129667/320x320_square_129667769.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/129667/320x320_square_129667767.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/163274/150x150_square_4776a88f4d57d5e7fd2d4ff09a3d516a.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163274/150x150_square_708b0efc03ba10b5a41956187a1fe973.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163274/150x150_square_a747d286978f7bf16f3db6d71ce0f380.jpg']"
